epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
94,2029.6,1.98648,3.2407,1.68753,1.9529,0,0.52605,0.50773,0.49548,0.20716,0.55317,0.45971,0.47374,0.16208,2.04734,3.26447,1.75495,2.02058,0,0.000899597,0.000899597,0.000899597
95,2050.81,1.9623,3.17632,1.68904,1.94495,0,0.49217,0.52066,0.46392,0.18293,0.53679,0.44153,0.46547,0.15382,2.05053,3.2789,1.8748,2.01365,0,0.000891345,0.000891345,0.000891345
96,2072.16,1.98634,3.21515,1.68485,1.97218,0,0.55833,0.50543,0.49739,0.18678,0.63343,0.46197,0.47853,0.15451,2.1298,3.33105,1.91173,2.1033,0,0.000883093,0.000883093,0.000883093
97,2093.76,1.94771,3.21291,1.65646,1.94309,0,0.5722,0.49596,0.51972,0.21664,0.56329,0.50069,0.48964,0.17149,2.02977,3.26573,1.80907,2.01271,0,0.000874842,0.000874842,0.000874842
98,2115.48,1.9514,3.1901,1.68093,1.93639,0,0.62165,0.49954,0.49579,0.19397,0.58702,0.4761,0.4583,0.16244,2.03779,3.26496,1.88047,2.02619,0,0.00086659,0.00086659,0.00086659
99,2137.32,1.95502,3.18989,1.66312,1.94899,0,0.56539,0.50658,0.46869,0.19752,0.54499,0.48545,0.44319,0.15804,2.03423,3.28717,1.78455,2.00007,0,0.000858338,0.000858338,0.000858338
100,2158.88,1.92723,3.16333,1.63662,1.9188,0,0.58263,0.52698,0.50064,0.18472,0.54504,0.49175,0.47238,0.14754,2.08469,3.29467,1.83756,2.04908,0,0.000850087,0.000850087,0.000850087
101,2180.35,1.95241,3.14757,1.61957,1.9417,0,0.54482,0.551,0.51189,0.19385,0.58547,0.44031,0.48147,0.16449,2.19011,3.26085,1.81909,2.09691,0,0.000841835,0.000841835,0.000841835
102,2202.36,1.93907,3.12426,1.62385,1.92549,0,0.57029,0.46716,0.47696,0.2004,0.58919,0.48278,0.4732,0.17116,2.0637,3.21491,1.78919,2.05645,0,0.000833583,0.000833583,0.000833583
103,2223.88,1.94514,3.16445,1.65657,1.93817,0,0.55373,0.51264,0.4717,0.1936,0.5106,0.47495,0.43468,0.15583,2.07648,3.32893,1.776,2.02664,0,0.000825332,0.000825332,0.000825332
104,2245.01,1.91791,3.11768,1.61565,1.93802,0,0.51938,0.51317,0.44638,0.19399,0.44943,0.48903,0.38734,0.14585,2.01986,3.29084,1.83054,2.00045,0,0.00081708,0.00081708,0.00081708
105,2266.29,1.91055,3.11595,1.60362,1.89645,0,0.7048,0.4806,0.53642,0.21368,0.7083,0.45036,0.4895,0.16104,2.06871,3.34386,1.74694,2.06948,0,0.000808828,0.000808828,0.000808828
106,2287.72,1.92039,3.11589,1.67253,1.92079,0,0.60803,0.47957,0.49654,0.20326,0.6153,0.47181,0.47358,0.1666,2.04753,3.22092,1.77854,1.99082,0,0.000800577,0.000800577,0.000800577
107,2309.41,1.90414,3.11443,1.60416,1.87024,0,0.64028,0.50543,0.54408,0.22959,0.57966,0.4456,0.46051,0.16623,1.99994,3.25048,1.75614,1.96376,0,0.000792325,0.000792325,0.000792325
108,2330.65,1.95255,3.1141,1.61922,1.90903,0,0.54015,0.57215,0.52588,0.22621,0.51148,0.54052,0.48634,0.17373,2.00118,3.25884,1.73998,1.98221,0,0.000784073,0.000784073,0.000784073
